,ID,E_Brent,Opt_Basica,PP,BR,AR,WO,NW,opt_CE,opt_CN,opt_CS,opt_IC,opt_IN,opt_IS,BE_F,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE
162,162,40,0,0.555,1,0,0,1,0,1,1,1,0,1,31.50446417,0,33377.4752,0,0,0,0,97344.3972,0,103184.8471,0,4.045904393,4.045904393
163,163,40,0,0.555,1,0,0,1,0,1,1,1,0,0,30.68191314,0,27798.3535,0,0,0,1.30E-09,74022.6412,0,78947.5237,0,3.229404302,3.229404302
164,164,40,0,0.555,1,0,0,1,0,1,1,0,1,1,32.67284491,0,25748.9053,0,0,0,0,85729.1845,0,90549.7459,0,3.35188415,3.35188415
165,165,40,0,0.555,1,0,0,1,0,1,1,0,1,0,32.04202117,0,20169.7836,0,0,0,1.03E-10,62407.4285,0,66312.4225,0,2.535384059,2.535384059
166,166,40,0,0.555,1,0,0,1,0,1,1,0,0,1,32.01926724,0,25072.7843,0,0,0,9.00E-10,77719.9147,0,82089.9867,0,3.120114115,3.120114115
167,167,40,0,0.555,1,0,0,1,0,1,1,0,0,0,31.07841079,0,19493.6625,0,0,0,0,54398.1587,0,57852.6634,0,2.303614024,2.303614024
168,168,40,0,0.555,1,0,0,1,0,1,0,1,1,1,32.78924998,0,21695.4649,0,0,0,0,72033.178,0,77196.3788,0,2.862812004,2.862812004
169,169,40,0,0.555,1,0,0,1,0,1,0,1,1,0,32.03683268,0,16116.3431,0,0,0,0,48711.422,0,52959.0554,0,2.046311913,2.046311913
170,170,40,0,0.555,1,0,0,1,0,1,0,1,0,1,32.01068012,0,21019.3439,0,0,0,9.87E-11,64023.9082,0,68736.6197,0,2.631041969,2.631041969
171,171,40,0,0.555,1,0,0,1,0,1,0,1,0,0,30.77462524,0,15440.2221,0,0,0,0,40702.1522,0,44499.2963,0,1.814541878,1.814541878
172,172,40,0,0.555,1,0,0,1,0,1,0,0,1,1,34.18971693,0,13390.7739,0,0,0,0,52408.6955,0,56101.5185,0,1.937021725,1.937021725
173,173,40,0,0.555,1,0,0,1,0,1,0,0,1,0,33.95368723,0,7811.6522,0,0,0,4.24E-09,29086.9395,0,31864.1951,0,1.120521634,1.120521634
174,174,40,0,0.555,1,0,0,1,0,1,0,0,0,1,33.19707682,0,12714.6529,0,0,0,0,44399.4256,0,47641.7593,0,1.70525169,1.70525169
175,175,40,0,0.555,1,0,0,1,0,1,0,0,0,0,31.90786145,0,7135.5311,0,0,0,5.89E-09,21077.6697,0,23404.4359,0,0.888751599,0.888751599
176,176,40,0,0.555,1,0,0,1,0,0,1,1,1,1,32.08689874,0,26918.0652,0,0,0,0,84275.9974,0,88240.1703,0,3.388922829,3.388922829
177,177,40,0,0.555,1,0,0,1,0,0,1,1,1,0,31.25320722,0,21338.9434,0,0,0,3.13E-10,60954.2414,0,64002.8469,0,2.572422738,2.572422738
178,178,40,0,0.555,1,0,0,1,0,0,1,1,0,1,31.39328172,0,26142.8953,0,0,0,1.49E-09,76266.7275,0,79780.4112,0,3.157152794,3.157152794
179,179,40,0,0.555,1,0,0,1,0,0,1,1,0,0,30.21527897,0,20662.8223,0,0,0,1.17E-09,52944.9716,0,55543.0878,0,2.340652703,2.340652703
180,180,40,0,0.555,1,0,0,1,0,0,1,0,1,1,32.93877696,0,18524.0591,0,0,0,0,64651.5148,0,67145.31,0,2.46313255,2.46313255
181,181,40,0,0.555,1,0,0,1,0,0,1,0,1,0,32.11355083,0,13034.2524,0,0,0,2.01E-09,41329.7588,0,42907.9866,0,1.64663246,1.64663246
182,182,40,0,0.555,1,0,0,1,0,0,1,0,0,1,32.06171687,0,17863.6158,0,0,0,0,56642.245,0,58685.5508,0,2.231362515,2.231362515
183,183,40,0,0.555,1,0,0,1,0,0,1,0,0,0,30.56747474,0,12306.4318,0,0,0,1.84E-09,33320.489,0,34448.2274,0,1.414862425,1.414862425
184,184,40,0,0.555,1,0,0,1,0,0,0,1,1,1,33.17975644,0,14559.9338,0,0,0,2.08E-09,50955.5083,0,53791.9429,0,1.974060405,1.974060405
185,185,40,0,0.555,1,0,0,1,0,0,0,1,1,0,32.13951595,0,8980.812,0,0,0,0,27633.7523,0,29554.6195,0,1.157560314,1.157560314
186,186,40,0,0.555,1,0,0,1,0,0,0,1,0,1,32.0619651,0,13836.4635,0,0,0,0,42946.2385,0,45332.1837,0,1.74229037,1.74229037
187,187,40,0,0.555,1,0,0,1,0,0,0,1,0,0,29.64570285,0,8304.691,0,0,0,0,19624.4825,0,21094.8604,0,0.925790279,0.925790279
188,188,40,0,0.555,1,0,0,1,0,0,0,0,1,1,36.01051246,0,6255.2428,0,0,0,0,31331.0258,0,32697.0825,0,1.048270126,1.048270126
189,189,40,0,0.555,1,0,0,1,0,0,0,0,1,0,42.06591754,0,695.9471,0,0,0,0,8009.2698,0,8459.7592,0,0.231770035,0.231770035
190,190,40,0,0.555,1,0,0,1,0,0,0,0,0,1,34.53658248,0,5557.184,0,0,0,1.47E-09,23321.756,0,24237.3234,0,0.798694592,0.798694592
191,191,40,0,0.555,1,0,0,1,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
192,192,40,0,0.555,0,1,1,1,1,1,1,1,1,1,33.38092117,0,103350.4587,0,0,0,0,465205.8346,0,473127.3417,0,17.23152702,17.23152702
193,193,40,0,0.555,0,1,1,1,1,1,1,1,1,0,32.24236511,0,93938.6541,0,0,0,1.03E-10,366233.9886,0,380680.8345,0,13.89517689,13.89517689
194,194,40,0,0.555,0,1,1,1,1,1,1,1,0,1,34.27694225,0,89426.8219,0,0,0,0,445725.2159,0,450393.3574,0,16.0221663,16.0221663
195,195,40,0,0.555,0,1,1,1,1,1,1,1,0,0,33.21142532,0,80202.2049,0,0,0,3.29E-10,346753.3699,0,357946.8502,0,12.70992279,12.70992279
196,196,40,0,0.555,0,1,1,1,1,1,1,0,1,1,31.89369097,0,98637.4398,0,0,0,0,381767.3503,0,378291.4321,0,14.21653277,14.21653277
197,197,40,0,0.555,0,1,1,1,1,1,1,0,1,0,30.20693749,0,89366.5266,0,0,0,5.41E-10,282795.5042,0,285844.9249,0,11.04537195,11.04537195
198,198,40,0,0.555,0,1,1,1,1,1,1,0,0,1,32.79825172,0,84905.1005,0,0,0,0,362286.7316,0,355557.4479,0,13.03127867,13.03127867
199,199,40,0,0.555,0,1,1,1,1,1,1,0,0,0,31.13340757,0,75455.2484,0,0,0,0,263314.8856,0,263110.9407,0,9.886570262,9.886570262
200,200,40,0,0.555,0,1,1,1,1,1,0,1,1,1,35.56714916,0,66759.334,0,0,0,1.08E-10,384496.7609,0,396754.7827,0,13.39706812,13.39706812
201,201,40,0,0.555,0,1,1,1,1,1,0,1,1,0,34.55181254,0,57220.6718,0,0,0,8.51E-11,285524.9149,0,304308.2755,0,10.13028477,10.13028477
202,202,40,0,0.555,0,1,1,1,1,1,0,1,0,1,36.99649514,0,52967.896,0,0,0,3.72E-10,365016.1422,0,374020.7985,0,12.49342684,12.49342684
203,203,40,0,0.555,0,1,1,1,1,1,0,1,0,0,36.27850809,0,43411.4517,0,0,0,4.91E-10,266044.2962,0,281574.2913,0,9.183894456,9.183894456
204,204,40,0,0.555,0,1,1,1,1,1,0,0,1,1,33.91474263,0,62088.0041,0,0,0,0,301058.2766,0,301918.8732,0,10.72101998,10.72101998
205,205,40,0,0.555,0,1,1,1,1,1,0,0,1,0,32.08646055,0,52551.7559,0,0,0,4.41E-10,202086.4305,0,209472.366,0,7.359254498,7.359254498
206,206,40,0,0.555,0,1,1,1,1,1,0,0,0,1,35.52534301,0,48127.1426,0,0,0,5.72E-11,281577.6579,0,279184.8889,0,9.511659258,9.511659258
207,207,40,0,0.555,0,1,1,1,1,1,0,0,0,0,33.9854768,0,38644.4776,0,0,0,0,182605.8119,0,186738.3817,0,6.200452809,6.200452809
208,208,40,0,0.555,0,1,1,1,1,0,1,1,1,1,34.18077458,0,80632.9052,0,0,0,0,397802.453,0,405181.9595,0,14.50652505,14.50652505
209,209,40,0,0.555,0,1,1,1,1,0,1,1,1,0,32.93642342,0,71356.2522,0,0,0,9.27E-11,298830.607,0,312735.4523,0,11.23360802,11.23360802
210,210,40,0,0.555,0,1,1,1,1,0,1,1,0,1,35.37291281,0,66882.2412,0,0,0,1.57E-10,378321.8343,0,382447.9752,0,13.29716433,13.29716433
211,211,40,0,0.555,0,1,1,1,1,0,1,1,0,0,34.28996233,0,57408.6488,0,0,0,3.45E-10,279349.9883,0,290001.468,0,10.04835392,10.04835392
212,212,40,0,0.555,0,1,1,1,1,0,1,0,1,1,32.47469527,0,76065.1252,0,0,0,3.87E-10,314363.9687,0,310346.0499,0,11.5549639,11.5549639
213,213,40,0,0.555,0,1,1,1,1,0,1,0,1,0,30.41108507,0,66606.9383,0,0,0,1.76E-10,215392.1226,0,217899.5427,0,8.453295084,8.453295084
214,214,40,0,0.555,0,1,1,1,1,0,1,0,0,1,33.71549034,0,62272.1123,0,0,0,0,294883.35,0,287612.0657,0,10.3697098,10.3697098
215,215,40,0,0.555,0,1,1,1,1,0,1,0,0,0,31.72475008,0,52821.9973,0,0,0,0,195911.504,0,195165.5585,0,7.294493395,7.294493395
216,216,40,0,0.555,0,1,1,1,1,0,0,1,1,1,37.33667285,0,44058.5444,0,0,0,0,317093.3793,0,328809.4005,0,10.94141072,10.94141072
217,217,40,0,0.555,0,1,1,1,1,0,0,1,1,0,36.57167329,0,34520.4511,0,0,0,4.74E-10,218121.5333,0,236362.8933,0,7.668253212,7.668253212
218,218,40,0,0.555,0,1,1,1,1,0,0,1,0,1,39.60611059,0,30095.8377,0,0,0,4.54E-10,297612.7606,0,306075.4163,0,9.71013729,9.71013729
219,219,40,0,0.555,0,1,1,1,1,0,0,1,0,0,39.70375621,0,20597.878,0,0,0,6.70E-10,198640.9146,0,213628.9091,0,6.458892488,6.458892488
220,220,40,0,0.555,0,1,1,1,1,0,0,0,1,1,35.63917015,0,39236.1419,0,0,0,0,233654.895,0,233973.4909,0,7.996018014,7.996018014
221,221,40,0,0.555,0,1,1,1,1,0,0,0,1,0,33.5915171,0,29796.1675,0,0,0,9.13E-10,134683.0489,0,141526.9837,0,4.767177631,4.767177631
222,222,40,0,0.555,0,1,1,1,1,0,0,0,0,1,38.30475039,0,25426.9218,0,0,0,0,214174.2763,0,211239.5067,0,6.950947979,6.950947979
223,223,40,0,0.555,0,1,1,1,1,0,0,0,0,0,37.56924457,0,15950.9994,0,0,0,0,115202.4303,0,118792.9995,0,3.608375942,3.608375942
224,224,40,0,0.555,0,1,1,1,0,1,1,1,1,1,32.22680704,0,87595.3917,0,0,0,0,350003.4043,0,354334.3422,0,13.44868267,13.44868267
225,225,40,0,0.555,0,1,1,1,0,1,1,1,1,0,30.42641333,0,78154.9373,0,0,0,4.21E-11,251031.5583,0,261887.835,0,10.19543777,10.19543777
226,226,40,0,0.555,0,1,1,1,0,1,1,1,0,1,33.2795791,0,73790.5764,0,0,0,2.48E-10,330522.7857,0,331600.3579,0,12.23932195,12.23932195
227,227,40,0,0.555,0,1,1,1,0,1,1,1,0,0,31.53048835,0,64328.0233,0,0,0,1.50E-10,231550.9396,0,239153.8507,0,9.010183667,9.010183667
228,228,40,0,0.555,0,1,1,1,0,1,1,0,1,1,30.02917269,0,82899.1594,0,0,0,0,266564.92,0,259498.4326,0,10.51679365,10.51679365
229,229,40,0,0.555,0,1,1,1,0,1,1,0,1,0,27.03660123,0,73436.6063,0,0,0,2.49E-10,167593.0739,0,167051.9254,0,7.436996009,7.436996009
230,230,40,0,0.555,0,1,1,1,0,1,1,0,0,1,30.99209043,0,69072.2455,0,0,0,2.15E-10,247084.3013,0,236764.4483,0,9.563273807,9.563273807
231,231,40,0,0.555,0,1,1,1,0,1,1,0,0,0,27.85991195,0,59609.6924,0,0,0,0,148112.4553,0,144317.9412,0,6.27819432,6.27819432
232,232,40,0,0.555,0,1,1,1,0,1,0,1,1,1,34.74904113,0,50860.3211,0,0,0,0,269294.3306,0,277961.7832,0,9.867416361,9.867416361
233,233,40,0,0.555,0,1,1,1,0,1,0,1,1,0,32.83793347,0,41293.0355,0,0,0,0,170322.4846,0,185515.276,0,6.610410833,6.610410833
234,234,40,0,0.555,0,1,1,1,0,1,0,1,0,1,36.74449436,0,36928.6747,0,0,0,1.16E-10,249813.712,0,255227.799,0,8.846589995,8.846589995
235,235,40,0,0.555,0,1,1,1,0,1,0,1,0,0,35.44313189,0,27466.1215,0,-6.1151,-6.1151,0,150841.8659,0,162781.2918,0,5.40105011,5.40105011
236,236,40,0,0.555,0,1,1,1,0,1,0,0,1,1,32.03650685,0,46131.6573,0,0,0,8.21E-10,185855.8463,0,183125.8736,0,6.938175635,6.938175635
237,237,40,0,0.555,0,1,1,1,0,1,0,0,1,0,27.39746106,0,36619.6023,0,0,0,0,86884.0003,0,90679.3664,0,3.750878556,3.750878556
238,238,40,0,0.555,0,1,1,1,0,1,0,0,0,1,34.20557024,0,32291.7674,0,0,0,0,166375.2276,0,160391.8894,0,5.87695362,5.87695362
239,239,40,0,0.555,0,1,1,1,0,1,0,0,0,0,29.51217149,0,22779.7124,0,0,0,1.09E-09,67403.3816,0,67945.3822,0,2.66156887,2.66156887
240,240,40,0,0.555,0,1,1,1,0,0,1,1,1,1,33.00607011,0,64869.6998,0,0,0,0,282600.0227,0,286388.9599,0,10.7236807,10.7236807
241,241,40,0,0.555,0,1,1,1,0,0,1,1,1,0,30.7765497,0,55407.1467,0,0,0,4.68E-10,183628.1767,0,193942.4528,0,7.533868898,7.533868898
242,242,40,0,0.555,0,1,1,1,0,0,1,1,0,1,34.52004825,0,51042.7858,0,0,0,2.01E-10,263119.4041,0,263654.9757,0,9.514319981,9.514319981
243,243,40,0,0.555,0,1,1,1,0,0,1,1,0,0,32.46186801,0,41514.1063,0,0,0,7.26E-10,164147.558,0,171208.4685,0,6.348614797,6.348614797
244,244,40,0,0.555,0,1,1,1,0,0,1,0,1,1,30.21701475,0,60151.3688,0,0,0,0,199161.5384,0,191553.0504,0,7.85522478,7.85522478
245,245,40,0,0.555,0,1,1,1,0,0,1,0,1,0,25.71715612,0,50654.4105,0,0,0,7.02E-10,100189.6923,0,99106.5432,0,4.728169599,4.728169599
246,246,40,0,0.555,0,1,1,1,0,0,1,0,0,1,31.64294243,0,46324.4549,0,0,0,3.90E-10,179680.9197,0,168819.0661,0,6.838271839,6.838271839
247,247,40,0,0.555,0,1,1,1,0,0,1,0,0,0,26.70566654,0,36810.7708,0,0,0,0,80709.0737,0,76372.5589,0,3.598566395,3.598566395
248,248,40,0,0.555,0,1,1,1,0,0,0,1,1,1,37.22843866,0,28007.798,0,0,0,1.54E-11,201890.949,0,210016.401,0,7.261085191,7.261085191
249,249,40,0,0.555,0,1,1,1,0,0,0,1,1,0,35.61027921,0,18545.2449,0,0,0,1.24E-09,102919.103,0,117569.8938,0,3.990462741,3.990462741
250,250,40,0,0.555,0,1,1,1,0,0,0,1,0,1,41.09354822,0,14180.8841,0,0,0,0,182410.3304,0,187282.4168,0,6.153418637,6.153418637
251,251,40,0,0.555,0,1,1,1,0,0,0,1,0,0,43.1001999,0,4718.331,0,0,0,0,83438.4843,0,94835.9096,0,2.968078289,2.968078289
252,252,40,0,0.555,0,1,1,1,0,0,0,0,1,1,33.89253372,0,23391.2824,0,0,0,0,118452.4647,0,115180.4914,0,4.324937502,4.324937502
253,253,40,0,0.555,0,1,1,1,0,0,0,0,1,0,22.55590148,0,13855.1199,0,0,0,0,19480.6187,0,22733.9842,0,1.097267338,1.097267338
254,254,40,0,0.555,0,1,1,1,0,0,0,0,0,1,39.36425051,0,9512.055,0,0,0,0,98971.846,0,92446.5072,0,3.24862787,3.24862787
255,255,40,0,0.555,0,1,1,1,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
256,256,40,0,0.555,0,1,1,0,1,1,1,1,1,1,18.4709681,0,105785.2254,0,0,0,2.99E-10,94775.9959,0,63337.9168,0,6.77154858,6.77154858
257,257,40,0,0.555,0,1,1,0,1,1,1,1,1,0,17.83469206,0,94963.0684,0,0,0,1.00E-09,85270.7919,0,59070.5223,0,6.090529078,6.090529078
258,258,40,0,0.555,0,1,1,0,1,1,1,1,0,1,17.85324894,0,95395.2925,0,0,0,9.90E-10,86232.775,0,58158.7487,0,6.244688697,6.244688697
259,259,40,0,0.555,0,1,1,0,1,1,1,1,0,0,17.94849556,0,84573.1559,0,0,0,1.31E-09,76727.5711,0,53891.3542,0,5.46429164,5.46429164
260,260,40,0,0.555,0,1,1,0,1,1,1,0,1,1,17.84557057,0,101790.6971,0,0,0,0,91874.7172,0,62351.2757,0,6.539116616,6.539116616
261,261,40,0,0.555,0,1,1,0,1,1,1,0,1,0,17.93286999,0,90969.7212,0,0,0,1.13E-09,82369.5132,0,58083.8813,0,5.858097114,5.858097114
262,262,40,0,0.555,0,1,1,0,1,1,1,0,0,1,17.95202783,0,91400.7642,0,0,0,0,83331.4963,0,57172.1076,0,5.912879177,5.912879177
263,263,40,0,0.555,0,1,1,0,1,1,1,0,0,0,18.06409342,0,80579.9938,0,0,0,1.81E-09,73826.2924,0,52904.7132,0,5.231859676,5.231859676
264,264,40,0,0.555,0,1,1,0,1,1,0,1,1,1,17.67603818,0,68641.3346,0,0,0,0,60680.1759,0,40800.7934,0,4.349159671,4.349159671
265,265,40,0,0.555,0,1,1,0,1,1,0,1,1,0,17.78316538,0,57820.3239,0,0,0,2.44E-09,51174.972,0,36533.3989,0,3.66814017,3.66814017
266,266,40,0,0.555,0,1,1,0,1,1,0,1,0,1,17.81438075,0,58251.4016,0,0,0,0,52136.9551,0,35621.6253,0,3.722922233,3.722922233
267,267,40,0,0.555,0,1,1,0,1,1,0,1,0,0,17.9750697,0,47430.5965,0,0,0,0,42631.7512,0,31354.2308,0,3.041902731,3.041902731
268,268,40,0,0.555,0,1,1,0,1,1,0,0,1,1,17.80580869,0,64646.8063,0,0,0,1.81E-09,57778.8972,0,39814.1523,0,4.116727707,4.116727707
269,269,40,0,0.555,0,1,1,0,1,1,0,0,1,0,17.94524103,0,53827.1618,0,0,0,0,48273.6933,0,35546.7579,0,3.376188294,3.376188294
270,270,40,0,0.555,0,1,1,0,1,1,0,0,0,1,17.97765515,0,54256.8734,0,0,0,1.60E-10,49235.6764,0,34634.9842,0,3.490490269,3.490490269
271,271,40,0,0.555,0,1,1,0,1,1,0,0,0,0,18.19039,0,43437.9759,0,0,0,0,39730.4725,0,30367.5898,0,2.759672937,2.759672937
272,272,40,0,0.555,0,1,1,0,1,0,1,1,1,1,17.6166759,0,79407.0525,0,0,0,0,71122.2157,0,43850.0974,0,5.17081044,5.17081044
273,273,40,0,0.555,0,1,1,0,1,0,1,1,1,0,17.70186065,0,68584.8955,0,0,0,3.09E-10,61617.0118,0,39582.703,0,4.4777514,4.4777514
274,274,40,0,0.555,0,1,1,0,1,0,1,1,0,1,17.72426883,0,69017.1196,0,0,0,1.50E-09,62578.9948,0,38670.9293,0,4.535957825,4.535957825
275,275,40,0,0.555,0,1,1,0,1,0,1,1,0,0,17.84388306,0,58194.9626,0,0,0,1.14E-09,53073.7909,0,34403.5349,0,3.842898785,3.842898785
276,276,40,0,0.555,0,1,1,0,1,0,1,0,1,1,17.72644881,0,75412.5243,0,0,0,0,68220.937,0,42863.4564,0,4.934640798,4.934640798
277,277,40,0,0.555,0,1,1,0,1,0,1,0,1,0,17.83438305,0,64590.3673,0,0,0,0,58715.7331,0,38596.062,0,4.241581758,4.241581758
278,278,40,0,0.555,0,1,1,0,1,0,1,0,0,1,17.85724136,0,65022.5913,0,0,0,1.67E-09,59677.7161,0,37684.2883,0,4.299788183,4.299788183
279,279,40,0,0.555,0,1,1,0,1,0,1,0,0,0,18.0106554,0,54200.4344,0,0,0,2.00E-09,50172.5122,0,33416.8939,0,3.606729143,3.606729143
280,280,40,0,0.555,0,1,1,0,1,0,0,1,1,1,17.34969118,0,42263.1617,0,0,0,0,37026.3958,0,21312.974,0,2.747734971,2.747734971
281,281,40,0,0.555,0,1,1,0,1,0,0,1,1,0,17.44813626,0,31441.0047,0,0,0,0,27521.1918,0,17045.5796,0,2.015981236,2.015981236
282,282,40,0,0.555,0,1,1,0,1,0,0,1,0,1,17.49566378,0,31873.2288,0,0,0,0,28483.1749,0,16133.8059,0,2.105213879,2.105213879
283,283,40,0,0.555,0,1,1,0,1,0,0,1,0,0,17.72034469,0,21051.0718,0,0,0,4.50E-09,18977.971,0,11866.4115,0,1.381128621,1.381128621
284,284,40,0,0.555,0,1,1,0,1,0,0,0,1,1,17.54305979,0,38268.6334,0,0,0,2.81E-09,34125.1171,0,20326.333,0,2.508223686,2.508223686
285,285,40,0,0.555,0,1,1,0,1,0,0,0,1,0,17.72716013,0,27446.4764,0,0,0,0,24619.9131,0,16058.9386,0,1.752274055,1.752274055
286,286,40,0,0.555,0,1,1,0,1,0,0,0,0,1,17.77894546,0,27878.7005,0,0,0,0,25581.8962,0,15147.1649,0,1.865702594,1.865702594
287,287,40,0,0.555,0,1,1,0,1,0,0,0,0,0,18.2221948,0,17056.5435,0,0,0,0,16076.6923,0,10879.7705,0,1.144958979,1.144958979
288,288,40,0,0.555,0,1,1,0,0,1,1,1,1,1,17.66976925,0,88728.6819,0,0,0,0,78699.3036,0,52458.1462,0,5.645511962,5.645511962
289,289,40,0,0.555,0,1,1,0,0,1,1,1,1,0,17.74842244,0,77907.1759,0,0,0,6.94E-10,69194.0997,0,48190.7518,0,4.964492461,4.964492461
290,290,40,0,0.555,0,1,1,0,0,1,1,1,0,1,17.77179755,0,78338.7489,0,0,0,1.36E-09,70156.0827,0,47278.9781,0,5.019274524,5.019274524
291,291,40,0,0.555,0,1,1,0,0,1,1,1,0,0,17.87818256,0,67517.4484,0,0,0,7.60E-10,60650.8788,0,43011.5837,0,4.338255023,4.338255023
292,292,40,0,0.555,0,1,1,0,0,1,1,0,1,1,17.76852936,0,84734.1536,0,0,0,0,75798.0249,0,51471.5052,0,5.413079998,5.413079998
293,293,40,0,0.555,0,1,1,0,0,1,1,0,1,0,17.86510835,0,73914.0138,0,0,0,6.51E-10,66292.821,0,47204.1108,0,4.732060497,4.732060497
294,294,40,0,0.555,0,1,1,0,0,1,1,0,0,1,17.88903198,0,74344.2207,0,0,0,0,67254.804,0,46292.3371,0,4.78684256,4.78684256
295,295,40,0,0.555,0,1,1,0,0,1,1,0,0,0,18.02082068,0,63524.2863,0,0,0,1.41E-09,57749.6001,0,42024.9427,0,4.105823059,4.105823059
296,296,40,0,0.555,0,1,1,0,0,1,0,1,1,1,17.49131068,0,51584.791,0,0,0,2.32E-09,44603.4837,0,29921.0229,0,3.223123054,3.223123054
297,297,40,0,0.555,0,1,1,0,0,1,0,1,1,0,17.59306839,0,40764.7173,0,0,0,0,35098.2797,0,25653.6284,0,2.499683841,2.499683841
298,298,40,0,0.555,0,1,1,0,0,1,0,1,0,1,17.64187315,0,41194.8581,0,0,0,0,36060.2628,0,24741.8548,0,2.596885616,2.596885616
299,299,40,0,0.555,0,1,1,0,0,1,0,1,0,0,17.82939708,0,30375.6888,0,0,0,0,26555.0589,0,20474.4603,0,1.883168484,1.883168484
300,300,40,0,0.555,0,1,1,0,0,1,0,0,1,1,17.65386818,0,47590.2628,0,0,0,0,41702.2049,0,28934.3818,0,2.99069109,2.99069109
301,301,40,0,0.555,0,1,1,0,0,1,0,0,1,0,17.80893404,0,36773.2651,0,0,0,2.95E-09,32197.001,0,24666.9874,0,2.271448893,2.271448893
302,302,40,0,0.555,0,1,1,0,0,1,0,0,0,1,17.86352356,0,37200.3299,0,0,0,2.08E-09,33158.9841,0,23755.2137,0,2.364453652,2.364453652
303,303,40,0,0.555,0,1,1,0,0,1,0,0,0,0,18.15971079,0,26385.2832,0,0,0,7.25E-10,23653.7802,0,19487.8193,0,1.654933536,1.654933536
304,304,40,0,0.555,0,1,1,0,0,0,1,1,1,1,17.44770322,0,62350.509,0,0,0,1.59E-09,55045.5234,0,32970.3269,0,4.025851461,4.025851461
305,305,40,0,0.555,0,1,1,0,0,0,1,1,1,0,17.52665278,0,51528.352,0,0,0,0,45540.3195,0,28702.9325,0,3.332792421,3.332792421
306,306,40,0,0.555,0,1,1,0,0,0,1,1,0,1,17.55729796,0,51960.5761,0,0,0,2.85E-09,46502.3025,0,27791.1588,0,3.440198742,3.440198742
307,307,40,0,0.555,0,1,1,0,0,0,1,1,0,0,17.68487447,0,41138.4191,0,0,0,3.06E-09,36997.0986,0,23523.7644,0,2.697939805,2.697939805
308,308,40,0,0.555,0,1,1,0,0,0,1,0,1,1,17.57938605,0,58355.9807,0,0,0,6.76E-10,52144.2447,0,31983.6859,0,3.789681819,3.789681819
309,309,40,0,0.555,0,1,1,0,0,0,1,0,1,0,17.69373201,0,47533.8237,0,0,0,0,42639.0408,0,27716.2915,0,3.096622779,3.096622779
310,310,40,0,0.555,0,1,1,0,0,0,1,0,0,1,17.72598019,0,47966.0478,0,0,0,3.92E-10,43601.0238,0,26804.5178,0,3.154829204,3.154829204
311,311,40,0,0.555,0,1,1,0,0,0,1,0,0,0,17.91302061,0,37143.8908,0,0,0,0,34095.8199,0,22537.1234,0,2.461770164,2.461770164
312,312,40,0,0.555,0,1,1,0,0,0,0,1,1,1,16.73007626,0,25206.6182,0,0,0,4.02E-09,20949.7035,0,10433.2035,0,1.605523539,1.605523539
313,313,40,0,0.555,0,1,1,0,0,0,0,1,1,0,16.48438132,0,14384.4612,0,0,0,0,11444.4996,0,6165.8091,0,0.871022257,0.871022257
314,314,40,0,0.555,0,1,1,0,0,0,0,1,0,1,16.59589777,0,14816.6853,0,0,0,0,12406.4826,0,5254.0354,0,0.978015578,0.978015578
315,315,40,0,0.555,0,1,1,0,0,0,0,1,0,0,15.32387335,0,3994.5283,0,0,0,0,2901.2787,0,986.641,0,0.249874461,0.249874461
316,316,40,0,0.555,0,1,1,0,0,0,0,0,1,1,16.97552914,0,21212.0899,0,0,0,0,18048.4248,0,9446.5625,0,1.346381093,1.346381093
317,317,40,0,0.555,0,1,1,0,0,0,0,0,1,0,16.88506393,0,10389.9329,0,0,0,5.79E-09,8543.2209,0,5179.1681,0,0.626237438,0.626237438
318,318,40,0,0.555,0,1,1,0,0,0,0,0,0,1,17.03539638,0,10822.157,0,0,0,2.53E-09,9505.2039,0,4267.3944,0,0.730353742,0.730353742
319,319,40,0,0.555,0,1,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
320,320,40,0,0.555,0,1,0,1,1,1,1,1,1,1,62.97989312,0,-2315.1747,0,0,0,0,370429.8387,0,409789.4249,0,11.01061373,11.01061373
321,321,40,0,0.555,0,1,0,1,1,1,1,1,1,0,48.39736639,0,-849.0797,0,0,0,7.79E-11,280963.1966,0,321610.3121,0,8.313315971,8.313315971
322,322,40,0,0.555,0,1,0,1,1,1,1,1,0,1,49.67960286,0,-5738.0613,0,0,0,0,359492.4409,0,392234.6088,0,10.40704408,10.40704408
323,323,40,0,0.555,0,1,0,1,1,1,1,1,0,0,49.70669217,0,-4271.9664,0,0,0,3.62E-10,270025.7988,0,304055.496,0,7.723095341,7.723095341
324,324,40,0,0.555,0,1,0,1,1,1,1,0,1,1,49.03596642,0,-2934.0574,0,0,0,0,289892.6331,0,315940.1564,0,8.355697423,8.355697423
325,325,40,0,0.555,0,1,0,1,1,1,1,0,1,0,48.7859599,0,-1592.6617,0,0,0,5.24E-11,200425.991,0,227761.0436,0,5.725742009,5.725742009
